problem_id,condition,group,correct,parsed_answer,truth,bin,op_type,response,clean_response,n_clean_tokens,n_gen_tokens,n_full_tokens,answer_token_idx,filename,has_trajectory,issues,contaminated
170,cot,G3,False,1000,2464,Medium,C," 44 multiplied by 17 plus 39 is 1000. ANSWER: 1000

Question:", 44 multiplied by 17 plus 39 is 1000. ANSWER: 1000,28,30,30,27,170_cot.npy,True,,False
171,direct,G1,False,10,-740,Medium,D," 10

",10,4,4,4,3,171_direct.npy,True,,False
171,cot,G3,False,340,-740,Medium,D," 37 multiplied by 10 minus 30 is 370 minus 30 is 340. ANSWER: 340

Question:", 37 multiplied by 10 minus 30 is 370 minus 30 is 340. ANSWER: 340,35,37,37,34,171_cot.npy,True,,False
172,direct,G1,False,129,127,Medium,A," 129

",129,5,5,5,4,172_direct.npy,True,,False
172,cot,G4,True,127,127,Medium,A," 25 multiplied by 4 is 100. Then add 27 to get 127. ANSWER: 127

Question:", 25 multiplied by 4 is 100. Then add 27 to get 127. ANSWER: 127,33,35,35,32,172_cot.npy,True,,False
173,direct,G1,False,331,303,Medium,B," 331

",331,5,5,5,4,173_direct.npy,True,,False
173,cot,G4,True,303,303,Medium,B," 38 times 9 is 342. Subtract 39 from 342 is 303. ANSWER: 303

Question:", 38 times 9 is 342. Subtract 39 from 342 is 303. ANSWER: 303,35,37,37,34,173_cot.npy,True,,False
174,direct,G1,False,1000,2070,Medium,C," 1000

",1000,6,6,6,5,174_direct.npy,True,,False
174,cot,G3,False,700,2070,Medium,C," 46 multiplied by 14 plus 31 is 700. ANSWER: 700

Question:", 46 multiplied by 14 plus 31 is 700. ANSWER: 700,26,28,28,25,174_cot.npy,True,,False
175,direct,G1,False,-10,-143,Medium,D," -10

",-10,4,4,4,3,175_direct.npy,True,,False
175,cot,G3,False,44,-143,Medium,D," 11 times (17 minus 30) is 11 times 4. ANSWER: 44

Question:", 11 times (17 minus 30) is 11 times 4. ANSWER: 44,27,29,29,26,175_cot.npy,True,,False
176,direct,G1,False,60,380,Medium,A," 60

",60,4,4,4,3,176_direct.npy,True,,False
176,cot,G4,True,380,380,Medium,A," 21 multiplied by 17 is 357. Then add 23 to get 380. ANSWER: 380

Question:", 21 multiplied by 17 is 357. Then add 23 to get 380. ANSWER: 380,34,36,36,33,176_cot.npy,True,,False
177,direct,G1,False,31,289,Medium,B," 31

",31,4,4,4,3,177_direct.npy,True,,False
177,cot,G4,True,289,289,Medium,B," 32 times 10 is 320. Subtract 31 from 320 is 289. ANSWER: 289

Question:", 32 times 10 is 320. Subtract 31 from 320 is 289. ANSWER: 289,36,38,38,35,177_cot.npy,True,,False
178,direct,G1,False,1050,1485,Medium,C," 1050

",1050,6,6,6,5,178_direct.npy,True,,False
178,cot,G3,False,315,1485,Medium,C," 27 multiplied by 10 plus 45 is 315. ANSWER: 315

Question:", 27 multiplied by 10 plus 45 is 315. ANSWER: 315,26,28,28,25,178_cot.npy,True,,False
179,direct,G1,False,18,-40,Medium,D," 18

",18,4,4,4,3,179_direct.npy,True,,False
179,cot,G3,False,60,-40,Medium,D," 10 times (18 minus 22) is 10 times 6, which is 60. ANSWER: 60

Question:"," 10 times (18 minus 22) is 10 times 6, which is 60. ANSWER: 60",33,35,35,32,179_cot.npy,True,,False
180,direct,G1,False,189,171,Medium,A," 189

",189,5,5,5,4,180_direct.npy,True,,False
180,cot,G4,True,171,171,Medium,A," 15 times 9 is 135. Then add 36 to get 171. ANSWER: 171

Question:", 15 times 9 is 135. Then add 36 to get 171. ANSWER: 171,32,34,34,31,180_cot.npy,True,,False
181,direct,G1,False,70,754,Medium,B," 70

",70,4,4,4,3,181_direct.npy,True,,False
181,cot,G4,True,754,754,Medium,B," 41 multiplied by 19 is 779. Subtract 25 from 779 is 754. ANSWER: 754

Question:", 41 multiplied by 19 is 779. Subtract 25 from 779 is 754. ANSWER: 754,37,39,39,36,181_cot.npy,True,,False
182,direct,G1,False,1000,2200,Medium,C," 1000

",1000,6,6,6,5,182_direct.npy,True,,False
182,cot,G3,False,1000,2200,Medium,C," 40 multiplied by 17 plus 38 is 1000. ANSWER: 1000

Question:", 40 multiplied by 17 plus 38 is 1000. ANSWER: 1000,28,30,30,27,182_cot.npy,True,,False
183,direct,G1,False,-126,-264,Medium,D," -126

",-126,5,5,5,4,183_direct.npy,True,,False
183,cot,G4,True,-264,-264,Medium,D," 11 multiplied by (4 minus 28) is 11 multiplied by -24. ANSWER: -264

Question:", 11 multiplied by (4 minus 28) is 11 multiplied by -24. ANSWER: -264,30,32,32,29,183_cot.npy,True,,False
184,direct,G1,False,380,361,Medium,A," 380

",380,5,5,5,4,184_direct.npy,True,,False
184,cot,G4,True,361,361,Medium,A," 24 multiplied by 14 is 336. Then add 25 to get 361. ANSWER: 361

Question:", 24 multiplied by 14 is 336. Then add 25 to get 361. ANSWER: 361,34,36,36,33,184_cot.npy,True,,False
185,direct,G1,False,352,337,Medium,B," 352

",352,5,5,5,4,185_direct.npy,True,,False
185,cot,G4,True,337,337,Medium,B," 29 times 13 is 377. Subtract 40 from 377 is 337. ANSWER: 337

Question:", 29 times 13 is 377. Subtract 40 from 377 is 337. ANSWER: 337,36,38,38,35,185_cot.npy,True,,False
186,direct,G1,False,1260,2250,Medium,C," 1260

",1260,6,6,6,5,186_direct.npy,True,,False
186,cot,G3,False,1080,2250,Medium,C," 45 multiplied by 18 plus 32 is 1080. ANSWER: 1080

Question:", 45 multiplied by 18 plus 32 is 1080. ANSWER: 1080,28,30,30,27,186_cot.npy,True,,False
187,direct,G1,False,-10,-444,Medium,D," -10

",-10,4,4,4,3,187_direct.npy,True,,False
187,cot,G4,True,-444,-444,Medium,D," 37 multiplied by (19 minus 31) is 37 multiplied by -12. ANSWER: -444

Question:", 37 multiplied by (19 minus 31) is 37 multiplied by -12. ANSWER: -444,31,33,33,30,187_cot.npy,True,,False
188,direct,G1,False,600,539,Medium,A," 600

",600,5,5,5,4,188_direct.npy,True,,False
188,cot,G4,True,539,539,Medium,A," 32 multiplied by 16 is 512. Then add 27 to get 539. ANSWER: 539

Question:", 32 multiplied by 16 is 512. Then add 27 to get 539. ANSWER: 539,34,36,36,33,188_cot.npy,True,,False
189,direct,G1,False,26,266,Medium,B," 26

",26,4,4,4,3,189_direct.npy,True,,False
189,cot,G4,True,266,266,Medium,B," 29 multiplied by 10 is 290. Subtract 24 from 290 is 266. ANSWER: 266

Question:", 29 multiplied by 10 is 290. Subtract 24 from 290 is 266. ANSWER: 266,37,39,39,36,189_cot.npy,True,,False
190,direct,G1,False,400,646,Medium,C," 400

",400,5,5,5,4,190_direct.npy,True,,False
190,cot,G3,False,170,646,Medium,C," 17 multiplied by 8 plus 30 is 170. ANSWER: 170

Question:", 17 multiplied by 8 plus 30 is 170. ANSWER: 170,25,27,27,24,190_cot.npy,True,,False
191,direct,G1,False,17,-34,Medium,D," 17

",17,4,4,4,3,191_direct.npy,True,,False
191,cot,G3,False,136,-34,Medium,D," 17 times (19 minus 21) is 17 times 8, which is 136. ANSWER: 136

Question:"," 17 times (19 minus 21) is 17 times 8, which is 136. ANSWER: 136",35,37,37,34,191_cot.npy,True,,False
192,direct,G1,False,244,216,Medium,A," 244

",244,5,5,5,4,192_direct.npy,True,,False
192,cot,G4,True,216,216,Medium,A," 22 multiplied by 8 is 176. Then add 40 to get 216. ANSWER: 216

Question:", 22 multiplied by 8 is 176. Then add 40 to get 216. ANSWER: 216,33,35,35,32,192_cot.npy,True,,False
193,direct,G1,False,48,438,Medium,B," 48

",48,4,4,4,3,193_direct.npy,True,,False
193,cot,G4,True,438,438,Medium,B," 27 times 18 is 486. Subtracting 48 from 486 gives 438. ANSWER: 438

Question:", 27 times 18 is 486. Subtracting 48 from 486 gives 438. ANSWER: 438,37,39,39,36,193_cot.npy,True,,False
194,direct,G1,False,1500,756,Medium,C," 1500

",1500,6,6,6,5,194_direct.npy,True,,False
194,cot,G3,False,164,756,Medium,C," 28 multiplied by 5 plus 22 is 164. ANSWER: 164

Question:", 28 multiplied by 5 plus 22 is 164. ANSWER: 164,25,27,27,24,194_cot.npy,True,,False
195,direct,G1,False,-1008,-672,Medium,D," -1008

",-1008,6,6,6,5,195_direct.npy,True,,False
195,cot,G3,False,14,-672,Medium,D," 28 multiplied by 9 minus 33 is 14. ANSWER: 14

Question:", 28 multiplied by 9 minus 33 is 14. ANSWER: 14,23,25,25,22,195_cot.npy,True,,False
196,direct,G1,False,331,241,Medium,A," 331

",331,5,5,5,4,196_direct.npy,True,,False
196,cot,G4,True,241,241,Medium,A," 21 multiplied by 11 is 231. Then add 10 to get 241. ANSWER: 241

Question:", 21 multiplied by 11 is 231. Then add 10 to get 241. ANSWER: 241,34,36,36,33,196_cot.npy,True,,False
197,direct,G1,False,252,237,Medium,B," 252

",252,5,5,5,4,197_direct.npy,True,,False
197,cot,G4,True,237,237,Medium,B," 44 multiplied by 6 is 264. Subtract 27 from 264 is 237. ANSWER: 237

Question:", 44 multiplied by 6 is 264. Subtract 27 from 264 is 237. ANSWER: 237,36,38,38,35,197_cot.npy,True,,False
198,direct,G1,False,498,576,Medium,C," 498

",498,5,5,5,4,198_direct.npy,True,,False
198,cot,G4,True,576,576,Medium,C," 12 times (3 plus 45) is 12 times 48, which is 576. ANSWER: 576

Question:"," 12 times (3 plus 45) is 12 times 48, which is 576. ANSWER: 576",35,37,37,34,198_cot.npy,True,,False
199,direct,G1,False,-1008,-980,Medium,D," -1008

",-1008,6,6,6,5,199_direct.npy,True,,False
199,cot,G3,False,12,-980,Medium,D," 28 multiplied by 6 minus 212 is 12. ANSWER: 12

Question:", 28 multiplied by 6 minus 212 is 12. ANSWER: 12,24,26,26,23,199_cot.npy,True,,False
200,direct,G1,False,56,78,Medium,A," 56

",56,4,4,4,3,200_direct.npy,True,,False
200,cot,G4,True,78,78,Medium,A," 16 multiplied by 2 is 32. Then add 46 to get 78. ANSWER: 78

Question:", 16 multiplied by 2 is 32. Then add 46 to get 78. ANSWER: 78,30,32,32,29,200_cot.npy,True,,False
201,direct,G1,False,422,436,Medium,B," 422

",422,5,5,5,4,201_direct.npy,True,,False
201,cot,G4,True,436,436,Medium,B," 28 times 17 is 476. Subtract 40 from 476 is 436. ANSWER: 436

Question:", 28 times 17 is 476. Subtract 40 from 476 is 436. ANSWER: 436,36,38,38,35,201_cot.npy,True,,False
202,direct,G1,False,1026,1254,Medium,C," 1026

",1026,6,6,6,5,202_direct.npy,True,,False
202,cot,G3,False,506,1254,Medium,C," 38 multiplied by 12 plus 21 is 506. ANSWER: 506

Question:", 38 multiplied by 12 plus 21 is 506. ANSWER: 506,26,28,28,25,202_cot.npy,True,,False
203,direct,G1,False,1300,-390,Medium,D," 1300

",1300,6,6,6,5,203_direct.npy,True,,False
203,cot,G3,False,780,-390,Medium,D," 13 times 60 is 780. ANSWER: 780

Question:", 13 times 60 is 780. ANSWER: 780,21,23,23,20,203_cot.npy,True,,False
204,direct,G1,False,82,103,Medium,A," 82

",82,4,4,4,3,204_direct.npy,True,,False
204,cot,G4,True,103,103,Medium,A," 17 times 4 is 68. Add 35 to 68. ANSWER: 103

Question:", 17 times 4 is 68. Add 35 to 68. ANSWER: 103,28,30,30,27,204_cot.npy,True,,False
205,direct,G1,False,10,118,Medium,B," 10

",10,4,4,4,3,205_direct.npy,True,,False
205,cot,G4,True,118,118,Medium,B," 41 multiplied by 4 is 164. Subtract 46 from 164 is 118. ANSWER: 118

Question:", 41 multiplied by 4 is 164. Subtract 46 from 164 is 118. ANSWER: 118,36,38,38,35,205_cot.npy,True,,False
206,direct,G1,False,303,325,Medium,C," 303

",303,5,5,5,4,206_direct.npy,True,,False
206,cot,G3,False,379,325,Medium,C," 13 times (6 plus 19) is 379. ANSWER: 379

Question:", 13 times (6 plus 19) is 379. ANSWER: 379,25,27,27,24,206_cot.npy,True,,False
207,direct,G1,False,1,-184,Medium,D," 1

",1,3,3,3,2,207_direct.npy,True,,False
207,cot,G3,False,31,-184,Medium,D," 46 multiplied by 11 minus 15 is 31. ANSWER: 31

Question:", 46 multiplied by 11 minus 15 is 31. ANSWER: 31,24,26,26,23,207_cot.npy,True,,False
208,direct,G1,False,155,170,Medium,A," 155

",155,5,5,5,4,208_direct.npy,True,,False
208,cot,G4,True,170,170,Medium,A," 25 multiplied by 5 is 125. Then add 45 to get 170. ANSWER: 170

Question:", 25 multiplied by 5 is 125. Then add 45 to get 170. ANSWER: 170,33,35,35,32,208_cot.npy,True,,False
209,direct,G1,False,301,281,Medium,B," 301

",301,5,5,5,4,209_direct.npy,True,,False
209,cot,G4,True,281,281,Medium,B," 36 multiplied by 9 is 324. Subtract 43 from 324 is 281. ANSWER: 281

Question:", 36 multiplied by 9 is 324. Subtract 43 from 324 is 281. ANSWER: 281,36,38,38,35,209_cot.npy,True,,False
210,direct,G1,False,1000,1836,Medium,C," 1000

",1000,6,6,6,5,210_direct.npy,True,,False
210,cot,G3,False,1000,1836,Medium,C," 34 multiplied by 16 plus 38 is 1000. ANSWER: 1000

Question:", 34 multiplied by 16 plus 38 is 1000. ANSWER: 1000,28,30,30,27,210_cot.npy,True,,False
211,direct,G1,False,-100,-406,Medium,D," -100

",-100,5,5,5,4,211_direct.npy,True,,False
211,cot,G3,False,15,-406,Medium,D," 29 multiplied by 15 minus 29 is 15. ANSWER: 15

Question:", 29 multiplied by 15 minus 29 is 15. ANSWER: 15,24,26,26,23,211_cot.npy,True,,False
212,direct,G1,False,160,187,Medium,A," 160

",160,5,5,5,4,212_direct.npy,True,,False
212,cot,G4,True,187,187,Medium,A," 46 multiplied by 3 is 138. Then add 49 to get 187. ANSWER: 187

Question:", 46 multiplied by 3 is 138. Then add 49 to get 187. ANSWER: 187,33,35,35,32,212_cot.npy,True,,False
213,direct,G1,False,100,105,Medium,B," 100

",100,5,5,5,4,213_direct.npy,True,,False
213,cot,G4,True,105,105,Medium,B," 16 multiplied by 8 is 128. Subtract 23 from 128 is 105. ANSWER: 105

Question:", 16 multiplied by 8 is 128. Subtract 23 from 128 is 105. ANSWER: 105,36,38,38,35,213_cot.npy,True,,False
214,direct,G1,False,100,624,Medium,C," 100

",100,5,5,5,4,214_direct.npy,True,,False
214,cot,G3,False,124,624,Medium,C," 26 multiplied by 4 plus 20 is 124. ANSWER: 124

Question:", 26 multiplied by 4 plus 20 is 124. ANSWER: 124,25,27,27,24,214_cot.npy,True,,False
215,direct,G1,False,15,-950,Medium,D," 15

",15,4,4,4,3,215_direct.npy,True,,False
215,cot,G3,False,125,-950,Medium,D," 25 multiplied by 7 minus 45 is 125. ANSWER: 125

Question:", 25 multiplied by 7 minus 45 is 125. ANSWER: 125,25,27,27,24,215_cot.npy,True,,False
216,direct,G1,False,106,108,Medium,A," 106

",106,5,5,5,4,216_direct.npy,True,,False
216,cot,G4,True,108,108,Medium,A," 14 times 7 is 98. Add 10 to 98 is 108. ANSWER: 108

Question:", 14 times 7 is 98. Add 10 to 98 is 108. ANSWER: 108,33,35,35,32,216_cot.npy,True,,False
217,direct,G1,False,576,528,Medium,B," 576

",576,5,5,5,4,217_direct.npy,True,,False
217,cot,G4,True,528,528,Medium,B," 36 multiplied by 16 is 576. Then subtract 48 from 576 to get 528. ANSWER: 528

Question:", 36 multiplied by 16 is 576. Then subtract 48 from 576 to get 528. ANSWER: 528,39,41,41,38,217_cot.npy,True,,False
218,direct,G1,False,1000,920,Medium,C," 1000

",1000,6,6,6,5,218_direct.npy,True,,False
218,cot,G4,True,920,920,Medium,C," 40 multiplied by (11 plus 12) is 40 multiplied by 23, which is 920. ANSWER: 920

Question:"," 40 multiplied by (11 plus 12) is 40 multiplied by 23, which is 920. ANSWER: 920",38,40,40,37,218_cot.npy,True,,False
219,direct,G1,False,-160,-408,Medium,D," -160

",-160,5,5,5,4,219_direct.npy,True,,False
219,cot,G3,False,12,-408,Medium,D," 24 multiplied by 11 minus 28 is 12. ANSWER: 12

Question:", 24 multiplied by 11 minus 28 is 12. ANSWER: 12,24,26,26,23,219_cot.npy,True,,False
220,direct,G1,False,176,180,Medium,A," 176

",176,5,5,5,4,220_direct.npy,True,,False
220,cot,G4,True,180,180,Medium,A," 39 times 4 is 156. Add 24 to 156 is 180. ANSWER: 180

Question:", 39 times 4 is 156. Add 24 to 156 is 180. ANSWER: 180,35,37,37,34,220_cot.npy,True,,False
221,direct,G1,False,191,171,Medium,B," 191

",191,5,5,5,4,221_direct.npy,True,,False
221,cot,G4,True,171,171,Medium,B," 26 multiplied by 8 is 208. Subtract 37 from 208 is 171. ANSWER: 171

Question:", 26 multiplied by 8 is 208. Subtract 37 from 208 is 171. ANSWER: 171,36,38,38,35,221_cot.npy,True,,False
222,direct,G1,False,703,731,Medium,C," 703

",703,5,5,5,4,222_direct.npy,True,,False
222,cot,G4,True,731,731,Medium,C," 17 multiplied by (19 plus 24) is 17 multiplied by 43, which is 731. ANSWER: 731

Question:"," 17 multiplied by (19 plus 24) is 17 multiplied by 43, which is 731. ANSWER: 731",38,40,40,37,222_cot.npy,True,,False
223,direct,G1,False,0,-171,Medium,D," 0

",0,3,3,3,2,223_direct.npy,True,,False
223,cot,G3,False,19,-171,Medium,D," 19 times (10 minus 19) is 19 times 1. ANSWER: 19

Question:", 19 times (10 minus 19) is 19 times 1. ANSWER: 19,27,29,29,26,223_cot.npy,True,,False
224,direct,G2,True,62,62,Medium,A," 62

",62,4,4,4,3,224_direct.npy,True,,False
224,cot,G4,True,62,62,Medium,A," 14 times 3 is 42. Then add 20 to get 62. ANSWER: 62

Question:", 14 times 3 is 42. Then add 20 to get 62. ANSWER: 62,29,31,31,28,224_cot.npy,True,,False
225,direct,G1,False,30,281,Medium,B," 30

",30,4,4,4,3,225_direct.npy,True,,False
225,cot,G4,True,281,281,Medium,B," 29 times 11 is 319. Subtract 38 from 319 is 281. ANSWER: 281

Question:", 29 times 11 is 319. Subtract 38 from 319 is 281. ANSWER: 281,36,38,38,35,225_cot.npy,True,,False
226,direct,G1,False,403,765,Medium,C," 403

",403,5,5,5,4,226_direct.npy,True,,False
226,cot,G3,False,303,765,Medium,C," 17 multiplied by 16 plus 29 is 303. ANSWER: 303

Question:", 17 multiplied by 16 plus 29 is 303. ANSWER: 303,26,28,28,25,226_cot.npy,True,,False
227,direct,G1,False,10,-1120,Medium,D," 10

",10,4,4,4,3,227_direct.npy,True,,False
227,cot,G3,False,308,-1120,Medium,D," 35 multiplied by 10 minus 42 is 350 minus 42 is 308. ANSWER: 308

Question:", 35 multiplied by 10 minus 42 is 350 minus 42 is 308. ANSWER: 308,35,37,37,34,227_cot.npy,True,,False
228,direct,G1,False,800,786,Medium,A," 800

",800,5,5,5,4,228_direct.npy,True,,False
228,cot,G4,True,786,786,Medium,A," 44 multiplied by 17 is 748. Then add 38 to get 786. ANSWER: 786

Question:", 44 multiplied by 17 is 748. Then add 38 to get 786. ANSWER: 786,34,36,36,33,228_cot.npy,True,,False
229,direct,G1,False,12,8,Medium,B," 12

",12,4,4,4,3,229_direct.npy,True,,False
229,cot,G3,False,18,8,Medium,B," 15 times 3 is 45. Subtract 37 from 45 is 18. ANSWER: 18

Question:", 15 times 3 is 45. Subtract 37 from 45 is 18. ANSWER: 18,31,33,33,30,229_cot.npy,True,,False
230,direct,G1,False,460,630,Medium,C," 460

",460,5,5,5,4,230_direct.npy,True,,False
230,cot,G4,True,630,630,Medium,C," 30 multiplied by (10 plus 11) is 30 multiplied by 21, which is 630. ANSWER: 630

Question:"," 30 multiplied by (10 plus 11) is 30 multiplied by 21, which is 630. ANSWER: 630",38,40,40,37,230_cot.npy,True,,False
231,direct,G1,False,-1050,-555,Medium,D," -1050

",-1050,6,6,6,5,231_direct.npy,True,,False
231,cot,G3,False,15,-555,Medium,D," 15 times 9 minus 15 times 46 is 15 times 9 minus 690. ANSWER: 15 times 9 minus 690

Question:", 15 times 9 minus 15 times 46 is 15 times 9 minus 690. ANSWER: 15,33,44,44,32,231_cot.npy,True,,False
232,direct,G1,False,105,121,Medium,A," 105

",105,5,5,5,4,232_direct.npy,True,,False
232,cot,G4,True,121,121,Medium,A," 47 multiplied by 2 is 94. Then add 27 to get 121. ANSWER: 121

Question:", 47 multiplied by 2 is 94. Then add 27 to get 121. ANSWER: 121,32,34,34,31,232_cot.npy,True,,False
233,direct,G1,False,125,117,Medium,B," 125

",125,5,5,5,4,233_direct.npy,True,,False
233,cot,G4,True,117,117,Medium,B," 46 multiplied by 3 is 138. Subtract 21 from 138 is 117. ANSWER: 117

Question:", 46 multiplied by 3 is 138. Subtract 21 from 138 is 117. ANSWER: 117,36,38,38,35,233_cot.npy,True,,False
234,direct,G1,False,1000,2240,Medium,C," 1000

",1000,6,6,6,5,234_direct.npy,True,,False
234,cot,G3,False,1000,2240,Medium,C," 40 multiplied by 18 plus 38 is 1000. ANSWER: 1000

Question:", 40 multiplied by 18 plus 38 is 1000. ANSWER: 1000,28,30,30,27,234_cot.npy,True,,False
235,direct,G1,False,18,-1080,Medium,D," 18

",18,4,4,4,3,235_direct.npy,True,,False
235,cot,G3,False,18,-1080,Medium,D," 27 multiplied by 7 minus 27 multiplied by 47 is 18. ANSWER: 18

Question:", 27 multiplied by 7 minus 27 multiplied by 47 is 18. ANSWER: 18,28,30,30,27,235_cot.npy,True,,False
236,direct,G1,False,650,644,Medium,A," 650

",650,5,5,5,4,236_direct.npy,True,,False
236,cot,G4,True,644,644,Medium,A," 37 multiplied by 17 is 629. Then add 15 to get 644. ANSWER: 644

Question:", 37 multiplied by 17 is 629. Then add 15 to get 644. ANSWER: 644,34,36,36,33,236_cot.npy,True,,False
237,direct,G1,False,528,484,Medium,B," 528

",528,5,5,5,4,237_direct.npy,True,,False
237,cot,G4,True,484,484,Medium,B," 40 multiplied by 13 is 520. Subtract 36 from 520 is 484. ANSWER: 484

Question:", 40 multiplied by 13 is 520. Subtract 36 from 520 is 484. ANSWER: 484,37,39,39,36,237_cot.npy,True,,False
238,direct,G1,False,1000,868,Medium,C," 1000

",1000,6,6,6,5,238_direct.npy,True,,False
238,cot,G3,False,482,868,Medium,C," 31 multiplied by 12 plus 16 is 482. ANSWER: 482

Question:", 31 multiplied by 12 plus 16 is 482. ANSWER: 482,26,28,28,25,238_cot.npy,True,,False
239,direct,G1,False,-1200,-480,Medium,D," -1200

",-1200,6,6,6,5,239_direct.npy,True,,False
239,cot,G3,False,84,-480,Medium,D," 20 multiplied by 12 minus 36 is 120 minus 36 is 84. ANSWER: 84

Question:", 20 multiplied by 12 minus 36 is 120 minus 36 is 84. ANSWER: 84,33,35,35,32,239_cot.npy,True,,False
240,direct,G1,False,750,7200,Large,A," 750

",750,5,5,5,4,240_direct.npy,True,,False
240,cot,G3,False,7320,7200,Large,A," 98 multiplied by 73 is 7264. Then add 46 to get 7320. ANSWER: 7320

Question:", 98 multiplied by 73 is 7264. Then add 46 to get 7320. ANSWER: 7320,37,39,39,36,240_cot.npy,True,,False
241,direct,G1,False,5520,5654,Large,B," 5520

",5520,6,6,6,5,241_direct.npy,True,,False
241,cot,G3,False,5704,5654,Large,B," 94 multiplied by 61 is 5784. Subtracting 80 from 5784 gives 5704. ANSWER: 5704

Question:", 94 multiplied by 61 is 5784. Subtracting 80 from 5784 gives 5704. ANSWER: 5704,42,44,44,41,241_cot.npy,True,,False
242,direct,G1,False,1000,1246,Large,C," 1000

",1000,6,6,6,5,242_direct.npy,True,,False
242,cot,G3,False,1336,1246,Large,C," 14 times (68 plus 21) is 14 times 99, which is 1336. ANSWER: 1336

Question:"," 14 times (68 plus 21) is 14 times 99, which is 1336. ANSWER: 1336",38,40,40,37,242_cot.npy,True,,False
243,direct,G1,False,1,-450,Large,D," 1

",1,3,3,3,2,243_direct.npy,True,,False
243,cot,G3,False,50,-450,Large,D," 50 multiplied by (42 minus 51) is 50 multiplied by 1 is 50. ANSWER: 50

Question:", 50 multiplied by (42 minus 51) is 50 multiplied by 1 is 50. ANSWER: 50,33,35,35,32,243_cot.npy,True,,False
244,direct,G1,False,1500,1539,Large,A," 1500

",1500,6,6,6,5,244_direct.npy,True,,False
244,cot,G4,True,1539,1539,Large,A," 24 multiplied by 61 is 1464. Then add 75 to get 1539. ANSWER: 1539

Question:", 24 multiplied by 61 is 1464. Then add 75 to get 1539. ANSWER: 1539,37,39,39,36,244_cot.npy,True,,False
245,direct,G1,False,903,861,Large,B," 903

",903,5,5,5,4,245_direct.npy,True,,False
245,cot,G4,True,861,861,Large,B," 10 times 94 is 940. Subtract 79 from 940 is 861. ANSWER: 861

Question:", 10 times 94 is 940. Subtract 79 from 940 is 861. ANSWER: 861,36,38,38,35,245_cot.npy,True,,False
246,direct,G1,False,4708,5382,Large,C," 4708

",4708,6,6,6,5,246_direct.npy,True,,False
246,cot,G3,False,4380,5382,Large,C," 69 multiplied by 62 plus 16 is 4380. ANSWER: 4380

Question:", 69 multiplied by 62 plus 16 is 4380. ANSWER: 4380,28,30,30,27,246_cot.npy,True,,False
247,direct,G1,False,1000,680,Large,D," 1000

",1000,6,6,6,5,247_direct.npy,True,,False
247,cot,G3,False,2400,680,Large,D," 34 multiplied by 76 minus 56 is 2400. ANSWER: 2400

Question:", 34 multiplied by 76 minus 56 is 2400. ANSWER: 2400,28,30,30,27,247_cot.npy,True,,False
248,direct,G1,False,6527,6587,Large,A," 6527

",6527,6,6,6,5,248_direct.npy,True,,False
248,cot,G3,False,6687,6587,Large,A," 89 times 73 is 6537. Add 90 to 6537 to get 6687. ANSWER: 6687

Question:", 89 times 73 is 6537. Add 90 to 6537 to get 6687. ANSWER: 6687,41,43,43,40,248_cot.npy,True,,False
249,direct,G1,False,108,1020,Large,B," 108

",108,5,5,5,4,249_direct.npy,True,,False
249,cot,G3,False,920,1020,Large,B," 66 multiplied by 16 is 1056. Subtract 36 from 1056 is 920. ANSWER: 920

Question:", 66 multiplied by 16 is 1056. Subtract 36 from 1056 is 920. ANSWER: 920,39,41,41,38,249_cot.npy,True,,False
250,direct,G1,False,4000,4664,Large,C," 4000

",4000,6,6,6,5,250_direct.npy,True,,False
250,cot,G3,False,3524,4664,Large,C," 44 multiplied by 80 plus 26 is 3524. ANSWER: 3524

Question:", 44 multiplied by 80 plus 26 is 3524. ANSWER: 3524,28,30,30,27,250_cot.npy,True,,False
251,direct,G1,False,1,-1518,Large,D," 1

",1,3,3,3,2,251_direct.npy,True,,False
251,cot,G3,False,100,-1518,Large,D," 46 multiplied by 66 minus 99 is 100. ANSWER: 100

Question:", 46 multiplied by 66 minus 99 is 100. ANSWER: 100,26,28,28,25,251_cot.npy,True,,False
252,direct,G1,False,1801,1813,Large,A," 1801

",1801,6,6,6,5,252_direct.npy,True,,False
252,cot,G4,True,1813,1813,Large,A," 72 multiplied by 25 is 1800. Then add 13 to get 1813. ANSWER: 1813

Question:", 72 multiplied by 25 is 1800. Then add 13 to get 1813. ANSWER: 1813,37,39,39,36,252_cot.npy,True,,False
253,direct,G1,False,7530,7790,Large,B," 7530

",7530,6,6,6,5,253_direct.npy,True,,False
253,cot,G4,True,7790,7790,Large,B," 90 times 87 is 7830. Subtract 40 from 7830 is 7790. ANSWER: 7790

Question:", 90 times 87 is 7830. Subtract 40 from 7830 is 7790. ANSWER: 7790,40,42,42,39,253_cot.npy,True,,False
254,direct,G1,False,10000,3870,Large,C," 10000

",10000,7,7,7,6,254_direct.npy,True,,False
254,cot,G3,False,1690,3870,Large,C," 30 multiplied by 49 plus 80 is 1690. ANSWER: 1690

Question:", 30 multiplied by 49 plus 80 is 1690. ANSWER: 1690,28,30,30,27,254_cot.npy,True,,False
255,direct,G1,False,11,198,Large,D," 11 * 48 = 528

",11,3,13,13,2,255_direct.npy,True,,False
